Year,State,Crop,Min Price,Max Price
27-07-2023,Kerala,Cucumbar(Kheera),2000,2500
27-07-2023,Kerala,Drumstick,5000,5500
27-07-2023,Nagaland,Bitter gourd,8100,8300
27-07-2023,Nagaland,Bottle gourd,5400,5600
27-07-2023,Nagaland,Brinjal,8600,8800
27-07-2023,Nagaland,Cabbage,7000,7200
27-07-2023,Nagaland,Ginger(Green),6400,6600
27-07-2023,Nagaland,Green Chilli,20400,20600
27-07-2023,Nagaland,Leafy Vegetable,9000,9300
27-07-2023,Nagaland,Onion,11100,11300
27-07-2023,Nagaland,Potato,11200,11400
27-07-2023,Nagaland,Pumpkin,4400,4600
27-07-2023,Nagaland,Tomato,13000,13200
27-07-2023,Odisha,Banana - Green,2000,2500
27-07-2023,Odisha,Bhindi(Ladies Finger),4000,4500
27-07-2023,Odisha,Bitter gourd,4400,4600
27-07-2023,Odisha,Brinjal,4000,5000
27-07-2023,Odisha,Cucumbar(Kheera),3500,4000
27-07-2023,Odisha,Drumstick,4500,5000
27-07-2023,Odisha,Onion,2000,2500
27-07-2023,Odisha,Pointed gourd (Parval),4000,4500
27-07-2023,Odisha,Potato,1800,2000
27-07-2023,Odisha,Pumpkin,1200,1400
27-07-2023,Odisha,Ridgeguard(Tori),3000,3500
27-07-2023,Odisha,Snakeguard,2500,3000
27-07-2023,Odisha,Tomato,11000,12000
27-07-2023,Punjab,Bhindi(Ladies Finger),1500,1500
27-07-2023,Punjab,Bitter gourd,1800,1800
27-07-2023,Punjab,Bottle gourd,2500,2500
27-07-2023,Punjab,Brinjal,3200,3200
27-07-2023,Punjab,Carrot,2300,2300
27-07-2023,Punjab,Ridgeguard(Tori),3000,3000
27-07-2023,Punjab,Bhindi(Ladies Finger),3500,3500
27-07-2023,Punjab,Brinjal,2800,2800
27-07-2023,Punjab,Cauliflower,1800,1800
27-07-2023,Punjab,Green Chilli,2900,2900
27-07-2023,Punjab,Onion,2000,2000
27-07-2023,Punjab,Potato,1800,1800
27-07-2023,Punjab,Raddish,1500,1500
27-07-2023,Punjab,Tomato,1500,1500
27-07-2023,Rajasthan,Wheat,2150,2350
27-07-2023,Rajasthan,Onion,1000,1200
27-07-2023,Rajasthan,Potato,1000,1400
27-07-2023,Rajasthan,Tomato,10000,12000
27-07-2023,Tripura,Bhindi(Ladies Finger),3000,4000
27-07-2023,Tripura,Brinjal,2500,3500
27-07-2023,Tripura,Green Chilli,15000,20000
27-07-2023,Tripura,Onion,2000,4000
27-07-2023,Tripura,Potato,1800,2500
27-07-2023,Tripura,Rice,3200,3400
27-07-2023,Tripura,Bhindi(Ladies Finger),3000,4000
27-07-2023,Tripura,Bitter gourd,4000,5000
27-07-2023,Tripura,Brinjal,2000,3000
27-07-2023,Tripura,Cowpea(Veg),2000,3000
27-07-2023,Tripura,Green Chilli,10000,15000
27-07-2023,Tripura,Masur Dal,8000,12000
27-07-2023,Tripura,Onion,3000,4000
27-07-2023,Tripura,Potato,2000,3000
27-07-2023,Tripura,Rice,3400,5000
27-07-2023,Uttar Pradesh,Apple,4700,4900
27-07-2023,Uttar Pradesh,Banana - Green,1000,1100
27-07-2023,Uttar Pradesh,Bottle gourd,950,1050
27-07-2023,Uttar Pradesh,Cucumbar(Kheera),1900,2000
27-07-2023,Uttar Pradesh,Green Chilli,2300,2400
27-07-2023,Uttar Pradesh,Onion,1100,1200
27-07-2023,Uttar Pradesh,Potato,1300,1400
27-07-2023,Uttar Pradesh,Pumpkin,600,700
27-07-2023,Uttar Pradesh,Raddish,600,700
27-07-2023,Uttar Pradesh,Sponge gourd,1100,1200
27-07-2023,Uttar Pradesh,Bhindi(Ladies Finger),2400,2600
27-07-2023,Uttar Pradesh,Bitter gourd,2800,3000
27-07-2023,Uttar Pradesh,Bottle gourd,1000,1200
27-07-2023,Uttar Pradesh,Brinjal,700,900
27-07-2023,Uttar Pradesh,Cauliflower,1000,1200
27-07-2023,Uttar Pradesh,Colacasia,1400,1600
27-07-2023,Uttar Pradesh,Cucumbar(Kheera),1300,1500
27-07-2023,Uttar Pradesh,Garlic,3400,3600
27-07-2023,Uttar Pradesh,Ginger(Green),3000,3200
27-07-2023,Uttar Pradesh,Green Chilli,1600,1800
27-07-2023,Uttar Pradesh,Onion,2000,2200
27-07-2023,Uttar Pradesh,Potato,700,800
27-07-2023,Uttar Pradesh,Pumpkin,750,850
27-07-2023,Uttar Pradesh,Sponge gourd,1100,1300
27-07-2023,Uttar Pradesh,Onion,900,1000
27-07-2023,Uttar Pradesh,Potato,750,850
27-07-2023,Uttar Pradesh,Banana - Green,900,1000
27-07-2023,Uttar Pradesh,Green Chilli,1600,1700
27-07-2023,Uttar Pradesh,Onion,1000,1250
27-07-2023,Uttar Pradesh,Potato,1100,1200
27-07-2023,Uttrakhand,Apple,1200,2500
27-07-2023,Uttrakhand,Banana,1000,1500
27-07-2023,Uttrakhand,Bhindi(Ladies Finger),1800,3000
27-07-2023,Uttrakhand,Bottle gourd,1800,3000
27-07-2023,Uttrakhand,Brinjal,1800,3000
27-07-2023,Uttrakhand,Cucumbar(Kheera),900,2000
27-07-2023,Uttrakhand,Green Chilli,3500,7000
27-07-2023,Uttrakhand,Jack Fruit,600,1800
27-07-2023,Uttrakhand,Mango,400,1100
27-07-2023,Uttrakhand,Onion,700,1600
27-07-2023,Uttrakhand,Potato,500,1300
27-07-2023,Uttrakhand,Pumpkin,1200,2000
27-07-2023,Uttrakhand,Sponge gourd,1200,2500
27-07-2023,Uttrakhand,Tomato,2000,6500
27-07-2023,Uttrakhand,Bhindi(Ladies Finger),800,1500
27-07-2023,Uttrakhand,Bottle gourd,500,700
27-07-2023,Uttrakhand,Brinjal,500,800
27-07-2023,Uttrakhand,Cucumbar(Kheera),800,1200
27-07-2023,Uttrakhand,Green Chilli,2000,3000
27-07-2023,Uttrakhand,Mango,800,1500
27-07-2023,Uttrakhand,Mousambi(Sweet Lime),1500,2500
27-07-2023,Uttrakhand,Onion,1200,1800
27-07-2023,Uttrakhand,Papaya,1500,2500
27-07-2023,Uttrakhand,Pomegranate,3000,5000
27-07-2023,Uttrakhand,Potato,800,1400
27-07-2023,Uttrakhand,Pumpkin,400,600
27-07-2023,Uttrakhand,Tomato,2500,4000
28-07-2023,Andhra Pradesh,Green Chilli,8000,10000
28-07-2023,Andhra Pradesh,Groundnut,6269,7416
28-07-2023,Andhra Pradesh,Turmeric,4888,9745
28-07-2023,Andhra Pradesh,Turmeric,5748,10025
28-07-2023,Andhra Pradesh,Paddy(Dhan)(Common),2040,2060
28-07-2023,Andhra Pradesh,Paddy(Dhan)(Common),2040,2040
28-07-2023,Andhra Pradesh,Paddy(Dhan)(Common),2060,2060
28-07-2023,Andhra Pradesh,Paddy(Dhan)(Common),2000,2080
28-07-2023,Andhra Pradesh,Black Gram (Urd Beans)(Whole),8100,8300
28-07-2023,Andhra Pradesh,Lemon,1500,3500
28-07-2023,Andhra Pradesh,Jowar(Sorghum),3030,3090
28-07-2023,Andhra Pradesh,Maize,1962,1962
28-07-2023,Andhra Pradesh,Paddy(Dhan)(Common),2040,2040
28-07-2023,Andhra Pradesh,Bengal Gram(Gram)(Whole),5335,5335
28-07-2023,Andhra Pradesh,Maize,1962,1962
28-07-2023,Andhra Pradesh,Paddy(Dhan)(Common),2040,2040
28-07-2023,Andhra Pradesh,Gur(Jaggery),3850,3850
28-07-2023,Andhra Pradesh,Gur(Jaggery),3750,3750
28-07-2023,Bihar,Apple,9000,9500
28-07-2023,Bihar,Banana,2400,2600
28-07-2023,Bihar,Bhindi(Ladies Finger),2000,2200
28-07-2023,Bihar,Brinjal,2800,3000
28-07-2023,Bihar,Green Chilli,4000,4500
28-07-2023,Bihar,Onion,1800,2000
28-07-2023,Bihar,Pointed gourd (Parval),2200,2400
28-07-2023,Chandigarh,Apple,10000,25000
28-07-2023,Chandigarh,Bottle gourd,1000,2500
28-07-2023,Chandigarh,Cauliflower,1000,3000
28-07-2023,Chandigarh,Cucumbar(Kheera),800,1500
28-07-2023,Chandigarh,Ginger(Green),7000,12000
28-07-2023,Chandigarh,Green Chilli,2000,4000
28-07-2023,Chandigarh,Lemon,1500,2500
28-07-2023,Chandigarh,Mango,1000,4000
28-07-2023,Chandigarh,Mousambi(Sweet Lime),3000,4500
28-07-2023,Chandigarh,Onion,800,1800
28-07-2023,Chandigarh,Peas Wet,4000,8000
28-07-2023,Chandigarh,Plum,3000,5000
28-07-2023,Chandigarh,Pomegranate,8000,12000
28-07-2023,Chandigarh,Potato,400,1400
28-07-2023,Chandigarh,Pumpkin,500,1000
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1350,1360
28-07-2023,Chattisgarh,Tamarind Seed,3000,3200
28-07-2023,Chattisgarh,Tamarind Seed,3000,3200
28-07-2023,Chattisgarh,Tamarind Seed,3000,3200
28-07-2023,Chattisgarh,Lak(Teora),3200,3200
28-07-2023,Chattisgarh,Apple,13000,13500
28-07-2023,Chattisgarh,Banana,3000,3300
28-07-2023,Chattisgarh,Beetroot,2000,2500
28-07-2023,Chattisgarh,Bhindi(Ladies Finger),4500,4700
28-07-2023,Chattisgarh,Bitter gourd,2400,2600
28-07-2023,Chattisgarh,Bottle gourd,1100,1300
28-07-2023,Chattisgarh,Brinjal,2800,3000
28-07-2023,Chattisgarh,Cabbage,900,1100
28-07-2023,Chattisgarh,Capsicum,5000,5200
28-07-2023,Chattisgarh,Cauliflower,2400,2600
28-07-2023,Chattisgarh,Cluster beans,3500,3700
28-07-2023,Chattisgarh,Drumstick,2000,2200
28-07-2023,Chattisgarh,Green Chilli,4200,4500
28-07-2023,Chattisgarh,Lemon,2200,2400
28-07-2023,Chattisgarh,Mango,4200,4400
28-07-2023,Chattisgarh,Onion,1100,1300
28-07-2023,Chattisgarh,Orange,3300,3500
28-07-2023,Chattisgarh,Papaya,2000,2200
28-07-2023,Chattisgarh,Pomegranate,17000,17200
28-07-2023,Chattisgarh,Potato,1400,1600
28-07-2023,Chattisgarh,Pumpkin,900,1100
28-07-2023,Chattisgarh,Raddish,1500,1700
28-07-2023,Chattisgarh,Spinach,2500,2800
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1500,1500
28-07-2023,Chattisgarh,Maize,2000,2000
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1500,1550
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1550,1550
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1800,1800
28-07-2023,Chattisgarh,Soyabean,4491,4511
28-07-2023,Chattisgarh,Wheat,2200,2200
28-07-2023,Chattisgarh,Maize,1500,1600
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1900,2100
28-07-2023,Chattisgarh,Maize,1500,1600
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1900,2100
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1900,2100
28-07-2023,Chattisgarh,Mahua Seed(Hippe seed),2500,2500
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1500,1500
28-07-2023,Chattisgarh,Mahua,3100,3100
28-07-2023,Chattisgarh,Maize,1965,1965
28-07-2023,Chattisgarh,Wheat,2130,2130
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1800,1850
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),1700,1875
28-07-2023,Chattisgarh,Onion,1500,2200
28-07-2023,Chattisgarh,Potato,1300,2000
28-07-2023,Chattisgarh,Tomato,9500,10000
28-07-2023,Chattisgarh,Paddy(Dhan)(Common),2100,2100
28-07-2023,Chattisgarh,Apple,14000,18000
28-07-2023,Chattisgarh,Banana,3000,6000
28-07-2023,Chattisgarh,Bhindi(Ladies Finger),2000,3000
28-07-2023,Chattisgarh,Bitter gourd,2400,2800
28-07-2023,Chattisgarh,Brinjal,1900,2500
28-07-2023,Chattisgarh,Cabbage,1200,1600
28-07-2023,Chattisgarh,Capsicum,4500,5500
28-07-2023,Chattisgarh,Lemon,2000,3000
28-07-2023,Chattisgarh,Mango,5000,7000
28-07-2023,Chattisgarh,Onion,1600,2000
28-07-2023,Chattisgarh,Potato,1400,1800
28-07-2023,Chattisgarh,Raddish,1200,1600
28-07-2023,Chattisgarh,Maize,2000,2000
28-07-2023,Chattisgarh,Maize,1965,1965
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),4000,8255
28-07-2023,Gujarat,Bengal Gram(Gram)(Whole),3255,4975
28-07-2023,Gujarat,Castor Seed,5850,6110
28-07-2023,Gujarat,Corriander seed,4250,8060
28-07-2023,Gujarat,Cotton,4500,7300
28-07-2023,Gujarat,Green Gram (Moong)(Whole),7100,7500
28-07-2023,Gujarat,Ground Nut Seed,10150,11975
28-07-2023,Gujarat,Groundnut,5750,9015
28-07-2023,Gujarat,Groundnut,6500,8650
28-07-2023,Gujarat,Groundnut (Split),7375,10150
28-07-2023,Gujarat,Jowar(Sorghum),4200,4635
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",13310,17325
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",17250,17405
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",8500,18000
28-07-2023,Gujarat,Soyabean,3500,4750
28-07-2023,Gujarat,Wheat,2490,2580
28-07-2023,Gujarat,Wheat,2305,2790
28-07-2023,Gujarat,Cotton,7025,7325
28-07-2023,Gujarat,Groundnut,6175,6875
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),8525,8525
28-07-2023,Gujarat,Bengal Gram(Gram)(Whole),4275,4900
28-07-2023,Gujarat,Corriander seed,6050,6975
28-07-2023,Gujarat,Cotton,5000,6700
28-07-2023,Gujarat,Jowar(Sorghum),2100,4625
28-07-2023,Gujarat,Bhindi(Ladies Finger),3500,4000
28-07-2023,Gujarat,Brinjal,3250,4050
28-07-2023,Gujarat,Cabbage,1400,2000
28-07-2023,Gujarat,Cauliflower,6500,7000
28-07-2023,Gujarat,Coriander(Leaves),6300,7000
28-07-2023,Gujarat,Ginger(Green),13000,16000
28-07-2023,Gujarat,Green Chilli,3450,4000
28-07-2023,Gujarat,Guar,6400,7000
28-07-2023,Gujarat,Lemon,1250,2000
28-07-2023,Gujarat,Tomato,10000,13000
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),1800,2205
28-07-2023,Gujarat,Bengal Gram(Gram)(Whole),4300,4885
28-07-2023,Gujarat,Cotton,6450,7355
28-07-2023,Gujarat,Groundnut,7000,7815
28-07-2023,Gujarat,Jowar(Sorghum),2500,4700
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",13500,16650
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",15000,18200
28-07-2023,Gujarat,Wheat,2350,2655
28-07-2023,Gujarat,Wheat,2300,2620
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),1755,2392.5
28-07-2023,Gujarat,Castor Seed,6226.25,6366.25
28-07-2023,Gujarat,Groundnut,6255,7355
28-07-2023,Gujarat,Guar Seed(Cluster Beans Seed),5280,5925
28-07-2023,Gujarat,Mustard,5155,5425
28-07-2023,Gujarat,Wheat,2105,2195
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),2000,2410
28-07-2023,Gujarat,Castor Seed,6305,6355
28-07-2023,Gujarat,Rajgir,11500,12175
28-07-2023,Gujarat,Wheat,2150,2210
28-07-2023,Gujarat,Apple,21000,22500
28-07-2023,Gujarat,Banana,2750,3400
28-07-2023,Gujarat,Bhindi(Ladies Finger),1500,2200
28-07-2023,Gujarat,Bottle gourd,1750,2050
28-07-2023,Gujarat,Brinjal,3000,3700
28-07-2023,Gujarat,Cabbage,2000,2650
28-07-2023,Gujarat,Cauliflower,3500,4000
28-07-2023,Gujarat,Chikoos(Sapota),8000,9000
28-07-2023,Gujarat,Coriander(Leaves),7000,8000
28-07-2023,Gujarat,Cucumbar(Kheera),1000,1650
28-07-2023,Gujarat,Gram Raw(Chholia),8000,9050
28-07-2023,Gujarat,Green Chilli,5000,6250
28-07-2023,Gujarat,Guar,7000,8250
28-07-2023,Gujarat,Lemon,2500,3150
28-07-2023,Gujarat,Mousambi(Sweet Lime),1250,5150
28-07-2023,Gujarat,Onion,700,1350
28-07-2023,Gujarat,Onion Green,4000,4600
28-07-2023,Gujarat,Orange,11000,12150
28-07-2023,Gujarat,Pointed gourd (Parval),3500,4000
28-07-2023,Gujarat,Pomegranate,10000,11250
28-07-2023,Gujarat,Potato,500,1300
28-07-2023,Gujarat,Ridgeguard(Tori),3500,4500
28-07-2023,Gujarat,Tomato,9000,10350
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),1615,2755
28-07-2023,Gujarat,Castor Seed,6250,6400
28-07-2023,Gujarat,Guar Seed(Cluster Beans Seed),5700,5700
28-07-2023,Gujarat,Methi Seeds,6855,6855
28-07-2023,Gujarat,Mustard,5150,5375
28-07-2023,Gujarat,Wheat,2030,2030
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),1755,2255
28-07-2023,Gujarat,Castor Seed,6280,6370
28-07-2023,Gujarat,Groundnut,6255,7700
28-07-2023,Gujarat,Mustard,5105,5405
28-07-2023,Gujarat,Rajgir,11955,12125
28-07-2023,Gujarat,Wheat,2190,2275
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),1830,2105
28-07-2023,Gujarat,Castor Seed,6310,6380
28-07-2023,Gujarat,Mustard,5055,5310
28-07-2023,Gujarat,Wheat,2250,2250
28-07-2023,Gujarat,Cummin Seed(Jeera),45250,59505
28-07-2023,Gujarat,Bhindi(Ladies Finger),2400,3500
28-07-2023,Gujarat,Bitter gourd,3600,4500
28-07-2023,Gujarat,Bottle gourd,2000,3000
28-07-2023,Gujarat,Brinjal,3200,5000
28-07-2023,Gujarat,Cabbage,600,1600
28-07-2023,Gujarat,Cauliflower,1500,3500
28-07-2023,Gujarat,Cucumbar(Kheera),1200,1600
28-07-2023,Gujarat,Drumstick,3000,4000
28-07-2023,Gujarat,Ginger(Green),8500,13500
28-07-2023,Gujarat,Green Chilli,2500,7000
28-07-2023,Gujarat,Lemon,1500,2800
28-07-2023,Gujarat,Methi(Leaves),2500,5000
28-07-2023,Gujarat,Onion,600,1700
28-07-2023,Gujarat,Pointed gourd (Parval),2500,3000
28-07-2023,Gujarat,Potato,1000,1800
28-07-2023,Gujarat,Tomato,7500,11000
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),7400,8000
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),2200,2600
28-07-2023,Gujarat,Castor Seed,5200,5600
28-07-2023,Gujarat,Cotton,5600,6000
28-07-2023,Gujarat,Jowar(Sorghum),2600,3000
28-07-2023,Gujarat,Maize,2000,2400
28-07-2023,Gujarat,Rice,3000,3600
28-07-2023,Gujarat,Wheat,2800,3400
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),7400,7800
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),2000,2400
28-07-2023,Gujarat,Castor Seed,5100,5500
28-07-2023,Gujarat,Cotton,5400,5800
28-07-2023,Gujarat,Jowar(Sorghum),2400,2800
28-07-2023,Gujarat,Maize,1800,2200
28-07-2023,Gujarat,Rice,3200,3600
28-07-2023,Gujarat,Cotton,6500,7410
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),7600,8000
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),7800,8200
28-07-2023,Gujarat,Bengal Gram(Gram)(Whole),5050,5100
28-07-2023,Gujarat,Bengal Gram(Gram)(Whole),5100,5250
28-07-2023,Gujarat,Black Gram (Urd Beans)(Whole),6000,8000
28-07-2023,Gujarat,Castor Seed,5700,5800
28-07-2023,Gujarat,Castor Seed,5500,5600
28-07-2023,Gujarat,Green Gram (Moong)(Whole),7500,8000
28-07-2023,Gujarat,Maize,2050,2750
28-07-2023,Gujarat,Maize,2100,2280
28-07-2023,Gujarat,Paddy(Dhan)(Common),1875,1900
28-07-2023,Gujarat,Paddy(Dhan)(Common),2050,2150
28-07-2023,Gujarat,Rice,4500,5500
28-07-2023,Gujarat,Soyabean,4900,5000
28-07-2023,Gujarat,Wheat,2640,2750
28-07-2023,Gujarat,Wheat,2490,2625
28-07-2023,Gujarat,Bhindi(Ladies Finger),1500,2400
28-07-2023,Gujarat,Bitter gourd,2000,3250
28-07-2023,Gujarat,Bottle gourd,1000,3000
28-07-2023,Gujarat,Brinjal,1000,2800
28-07-2023,Gujarat,Cabbage,1000,2200
28-07-2023,Gujarat,Carrot,6500,7500
28-07-2023,Gujarat,Cauliflower,2000,6000
28-07-2023,Gujarat,Coriander(Leaves),5000,9000
28-07-2023,Gujarat,Cucumbar(Kheera),1500,3000
28-07-2023,Gujarat,Drumstick,2500,4000
28-07-2023,Gujarat,Elephant Yam (Suran),2500,4000
28-07-2023,Gujarat,Ginger(Green),14000,16500
28-07-2023,Gujarat,Green Chilli,2500,6500
28-07-2023,Gujarat,Lemon,3000,5000
28-07-2023,Gujarat,Little gourd (Kundru),2000,3750
28-07-2023,Gujarat,Mint(Pudina),2500,4000
28-07-2023,Gujarat,Onion,700,1800
28-07-2023,Gujarat,Onion Green,4000,5000
28-07-2023,Gujarat,Pointed gourd (Parval),2000,4000
28-07-2023,Gujarat,Potato,1000,1500
28-07-2023,Gujarat,Pumpkin,1000,1600
28-07-2023,Gujarat,Ridgeguard(Tori),1500,4000
28-07-2023,Gujarat,Tomato,4000,9500
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),2255,2325
28-07-2023,Gujarat,Castor Seed,6220,6295
28-07-2023,Gujarat,Guar,5400,5700
28-07-2023,Gujarat,Paddy(Dhan)(Common),1875,2025
28-07-2023,Gujarat,Wheat,2290,2335
28-07-2023,Gujarat,Bhindi(Ladies Finger),2000,3500
28-07-2023,Gujarat,Bottle gourd,1500,2500
28-07-2023,Gujarat,Brinjal,3000,3500
28-07-2023,Gujarat,Brinjal,2500,3500
28-07-2023,Gujarat,Brinjal,3000,4000
28-07-2023,Gujarat,Cabbage,1500,1500
28-07-2023,Gujarat,Cauliflower,4500,4500
28-07-2023,Gujarat,Cucumbar(Kheera),2000,3000
28-07-2023,Gujarat,Green Chilli,5500,6000
28-07-2023,Gujarat,Lemon,1200,1200
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),1845,2050
28-07-2023,Gujarat,Bengal Gram(Gram)(Whole),4300,4750
28-07-2023,Gujarat,Cotton,5075,6950
28-07-2023,Gujarat,Cummin Seed(Jeera),50000,57500
28-07-2023,Gujarat,Groundnut,5700,8125
28-07-2023,Gujarat,Jowar(Sorghum),3750,4700
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",12500,16850
28-07-2023,Gujarat,Wheat,2200,2560
28-07-2023,Gujarat,Bajra(Pearl Millet/Cumbu),2000,2285
28-07-2023,Gujarat,Black Gram (Urd Beans)(Whole),6250,9125
28-07-2023,Gujarat,Castor Seed,5400,6260
28-07-2023,Gujarat,Groundnut,6875,8590
28-07-2023,Gujarat,Soyabean,4500,4890
28-07-2023,Gujarat,Wheat,2125,2635
28-07-2023,Gujarat,Bhindi(Ladies Finger),2500,4000
28-07-2023,Gujarat,Brinjal,2000,5000
28-07-2023,Gujarat,Cabbage,1500,3500
28-07-2023,Gujarat,Green Chilli,3000,5000
28-07-2023,Gujarat,Guar,5000,7000
28-07-2023,Gujarat,Kartali (Kantola),6000,8000
28-07-2023,Gujarat,Tomato,6000,10000
28-07-2023,Gujarat,Arhar (Tur/Red Gram)(Whole),8000,9380
28-07-2023,Gujarat,Castor Seed,4500,5330
28-07-2023,Gujarat,Corriander seed,6425,7455
28-07-2023,Gujarat,Cummin Seed(Jeera),37500,46500
28-07-2023,Gujarat,Green Gram (Moong)(Whole),6675,7955
28-07-2023,Gujarat,Ground Nut Seed,9175,10505
28-07-2023,Gujarat,Groundnut,5750,8180
28-07-2023,Gujarat,Groundnut (Split),7000,8250
28-07-2023,Gujarat,Kulthi(Horse Gram),4610,4880
28-07-2023,Gujarat,Onion,255,605
28-07-2023,Gujarat,"Sesamum(Sesame,Gingelly,Til)",15075,16005
