Year,State,Crop,Min Price,Max Price
16-08-2023,Uttar Pradesh,Anthorium,4931.52,5637
16-08-2023,Uttar Pradesh,Cow,2107.83,6118.83
16-08-2023,Uttar Pradesh,Ginger(Dry),3631.58,9381.96
16-08-2023,Uttar Pradesh,Sunflower,7680.96,8983.18
16-08-2023,Uttrakhand,Banana,7511.26,9085.23
16-08-2023,Uttrakhand,Jarbara,5049.27,8697.91
16-08-2023,Uttrakhand,Onion Green,4341.8,6424.2
16-08-2023,Uttrakhand,Cabbage,4563.89,9501.17
16-08-2023,Uttrakhand,Duck,3356.19,9750.66
16-08-2023,Andhra Pradesh,Raddish,4281.65,9504.86
16-08-2023,Andhra Pradesh,Yam (Ratalu),2090.16,8608.91
16-08-2023,Andhra Pradesh,Cherry,7280.37,9286.51
16-08-2023,Andhra Pradesh,Banana,7075.27,7904.51
16-08-2023,Andhra Pradesh,Barley (Jau),4085.05,4959.66
16-08-2023,Bihar,Turnip,7328.55,9523.44
16-08-2023,Bihar,Cowpea (Lobia/Karamani),2633.79,4915.85
16-08-2023,Bihar,Coconut Oil,5715.43,9459.39
16-08-2023,Bihar,Lime,5724.43,7285.07
16-08-2023,Bihar,Rose(Local),5338.63,8730.41
16-08-2023,Chandigarh,White Peas,2805.17,3744.46
16-08-2023,Chandigarh,Cocoa,4719.97,5752.22
16-08-2023,Chandigarh,Cloves,4568.7,5416.82
16-08-2023,Chandigarh,Bengal Gram(Gram)(Whole),3212.64,7129.85
16-08-2023,Chandigarh,Cowpea (Lobia/Karamani),7126.1,9794.27
16-08-2023,Chattisgarh,Pepper ungarbled,5016.36,9147.69
16-08-2023,Chattisgarh,Bhindi(Ladies Finger),7852.07,9738.05
16-08-2023,Chattisgarh,Lemon,2162.94,4740.32
16-08-2023,Chattisgarh,Mataki,2351.59,3021.7
16-08-2023,Chattisgarh,Turnip,2842.15,6891.94
16-08-2023,Jammu and Kashmir,Mashrooms,4811.67,9631.09
16-08-2023,Jammu and Kashmir,Coconut,5157.26,9995.83
16-08-2023,Jammu and Kashmir,Yam (Ratalu),5273.69,7042.07
16-08-2023,Jammu and Kashmir,Jowar(Sorghum),3629.54,4379.72
16-08-2023,Jammu and Kashmir,Carrot,4589.43,9787.6
16-08-2023,Karnataka,Ginger(Green),4968.87,8617.33
16-08-2023,Karnataka,Bunch Beans,5619.45,9901.98
16-08-2023,Karnataka,"Sesamum(Sesame,Gingelly,Til)",2076.05,5643.3
16-08-2023,Karnataka,Chili Red,2206.14,9985.06
16-08-2023,Karnataka,Tobacco,6434.61,8245.27
16-08-2023,Madhya Pradesh,Plum,5924.18,9027.41
16-08-2023,Madhya Pradesh,Sabu Dan,5450.28,8131.72
16-08-2023,Madhya Pradesh,Brinjal,6655.3,7214.73
16-08-2023,Madhya Pradesh,Black pepper,3292.7,4992.37
16-08-2023,Madhya Pradesh,Squash(Chappal Kadoo),4360.65,5685.83
16-08-2023,Maharashtra,Same/Savi,7642.06,8988.17
16-08-2023,Maharashtra,Marigold(loose),7171.63,8106.77
16-08-2023,Maharashtra,Ridgeguard(Tori),7059.25,8342.39
16-08-2023,Maharashtra,Cucumbar(Kheera),5376.99,7581.03
16-08-2023,Maharashtra,Peas cod,4577.94,8530.77
16-08-2023,Meghalaya,Coriander(Leaves),4250.69,8422.82
16-08-2023,Meghalaya,Mustard,7344.49,9232.52
16-08-2023,Meghalaya,Orchid,5628.82,6580.01
16-08-2023,Meghalaya,Cummin Seed(Jeera),4636.18,6780.45
16-08-2023,Meghalaya,Green Peas,2993.95,6429.43
16-08-2023,NCT of Delhi,Foxtail Millet(Navane),3968.81,5778.35
16-08-2023,NCT of Delhi,Sweet Pumpkin,5160.04,7791
16-08-2023,NCT of Delhi,Water Melon,2505.15,9438.54
16-08-2023,NCT of Delhi,Tube Rose(Double),7874.04,9507.58
16-08-2023,NCT of Delhi,Black Gram (Urd Beans)(Whole),5057.79,5892.15
16-08-2023,Pondicherry,Wood,5170.93,7020.49
16-08-2023,Pondicherry,Bull,6526.19,9902.24
16-08-2023,Pondicherry,Colacasia,2292,7129.28
16-08-2023,Pondicherry,Kabuli Chana(Chickpeas-White),7836.01,9290.31
16-08-2023,Pondicherry,Beetroot,4376.19,7059.49
16-08-2023,Tamil Nadu,Soanf,4254.04,8010.91
16-08-2023,Tamil Nadu,Amphophalus,6562.97,9959.09
16-08-2023,Tamil Nadu,French Beans (Frasbean),7015.94,8910.62
16-08-2023,Tamil Nadu,Banana - Green,5512.34,7103.21
16-08-2023,Tamil Nadu,Bitter gourd,3648.18,7839.93
16-08-2023,Telangana,Resinwood,7847.07,8477.85
16-08-2023,Telangana,Carrot,6578.97,8863.19
16-08-2023,Telangana,Carnation,6694.73,8627.97
16-08-2023,Telangana,Lime,6144.16,9684.28
16-08-2023,Telangana,Kabuli Chana(Chickpeas-White),6185.03,6738.22
16-08-2023,West Bengal,Pegeon Pea (Arhar Fali),3749.31,8656.53
16-08-2023,West Bengal,Sweet Pumpkin,2841.98,4870.18
16-08-2023,West Bengal,Resinwood,2657.56,5381.54
16-08-2023,West Bengal,Papaya (Raw),5632.92,8656.67
16-08-2023,West Bengal,Gur(Jaggery),3642.38,5148.72
16-08-2023,Goa,Round gourd,7217.75,9470.57
16-08-2023,Goa,Carnation,2248.54,6008.48
16-08-2023,Goa,Beans,5125.86,9851.2
16-08-2023,Goa,Tobacco,2499.11,9920.07
16-08-2023,Goa,Ridgeguard(Tori),2564.77,8633.56
16-08-2023,Andaman and Nicobar,Groundnut pods (raw),2287.8,9598.38
16-08-2023,Andaman and Nicobar,Amaranthus,5197.32,9790.51
16-08-2023,Andaman and Nicobar,Orange,6531,9053.53
16-08-2023,Andaman and Nicobar,White Pumpkin,7035.11,7821.09
16-08-2023,Andaman and Nicobar,Wood,6703.5,7431.47
31-08-2023,Gujarat,Pineapple,3675.24,8772.79
31-08-2023,Gujarat,Dry Grapes,3658.26,5989.52
31-08-2023,Gujarat,Ginger(Dry),6615.98,8854.08
31-08-2023,Gujarat,Peas(Dry),2498.84,7316.84
31-08-2023,Gujarat,Indian Beans (Seam),3024.71,4848.38
31-08-2023,Haryana,Moath Dal,4164.06,8505.8
31-08-2023,Haryana,Cucumbar(Kheera),5455.72,6758.67
31-08-2023,Haryana,Colacasia,6987.53,8114.49
31-08-2023,Haryana,Marigold(loose),5492.63,6134.01
31-08-2023,Haryana,Drumstick,7951.15,8899.8
31-08-2023,Himachal Pradesh,White Pumpkin,6268.56,9887.1
31-08-2023,Himachal Pradesh,Groundnut (Split),7905.17,9098.41
31-08-2023,Himachal Pradesh,Sponge gourd,6584.64,8510.98
31-08-2023,Himachal Pradesh,T.V. Cumbu,6750.04,7859.99
31-08-2023,Himachal Pradesh,Peas Wet,6306.35,8469.98
31-08-2023,Kerala,Garlic,4629.71,6849.84
31-08-2023,Kerala,Sabu Dan,5687.13,7875.79
31-08-2023,Kerala,Calf,7625.9,9181.11
31-08-2023,Kerala,Green Fodder,2038.48,4311.56
31-08-2023,Kerala,Custard Apple (Sharifa),6957.58,8847.25
31-08-2023,Nagaland,Kodo Millet(Varagu),5042.85,6553.91
31-08-2023,Nagaland,Pointed gourd (Parval),2869.82,4048.59
31-08-2023,Nagaland,French Beans (Frasbean),7552.62,8417.49
31-08-2023,Nagaland,Cock,6634.24,7231.84
31-08-2023,Nagaland,Coconut Oil,4347.59,5221.31
31-08-2023,Odisha,Barley (Jau),4353,9913.78
31-08-2023,Odisha,Knool Khol,3311.64,8451.74
31-08-2023,Odisha,Tomato,5543.55,9504.16
31-08-2023,Odisha,Guar,2868.28,9660.59
31-08-2023,Odisha,Cluster beans,7419.27,7936.37
31-08-2023,Punjab,Chilly Capsicum,2596.56,7221.21
31-08-2023,Punjab,Soanf,4427.75,7919.78
31-08-2023,Punjab,Linseed,2124.69,5922.61
31-08-2023,Punjab,Karbuja(Musk Melon),4255.18,6897.96
31-08-2023,Punjab,Amla(Nelli Kai),7111.17,9682.98
31-08-2023,Rajasthan,White Pumpkin,7814.57,8469.95
31-08-2023,Rajasthan,Orchid,2892.11,5102.75
31-08-2023,Rajasthan,Colacasia,3979.76,7136.93
31-08-2023,Rajasthan,Peas Wet,3583.25,6123.62
31-08-2023,Rajasthan,Amla(Nelli Kai),3827.57,7282.88
31-08-2023,Tripura,Onion Green,6878.11,8166.93
31-08-2023,Tripura,Masur Dal,4176.07,8618.18
31-08-2023,Tripura,Alsandikai,7521.6,9139.48
31-08-2023,Tripura,Litchi,3261.28,4102.97
31-08-2023,Tripura,Nutmeg,6474.56,8917.11
31-08-2023,Uttar Pradesh,Mango (Raw-Ripe),5762.61,7252.4
31-08-2023,Uttar Pradesh,Bengal Gram(Gram)(Whole),5569.72,8937.85
31-08-2023,Uttar Pradesh,Green Peas,2524.33,8195.35
31-08-2023,Uttar Pradesh,Marigold(Calcutta),7910.34,9223.23
31-08-2023,Uttar Pradesh,Apple,5975.87,9094.78
31-08-2023,Uttrakhand,Wheat Atta,7988.04,9580.65
31-08-2023,Uttrakhand,Gur(Jaggery),6755.52,9205.72
31-08-2023,Uttrakhand,Bengal Gram(Gram)(Whole),3020.2,6597.8
31-08-2023,Uttrakhand,Isabgul (Psyllium),7024.31,7657.4
31-08-2023,Uttrakhand,Chapparad Avare,7887.25,9217.09
31-08-2023,Andhra Pradesh,Isabgul (Psyllium),5870.89,9850.63
31-08-2023,Andhra Pradesh,Water Melon,6849.43,9546.22
31-08-2023,Andhra Pradesh,Jarbara,4085.73,9663.18
31-08-2023,Andhra Pradesh,Mahua,5583.77,6494.78
31-08-2023,Andhra Pradesh,Thinai (Italian Millet),6109.53,8346.49
31-08-2023,Bihar,Mataki,6400.18,7709.38
31-08-2023,Bihar,Chrysanthemum,6681.61,8031.37
31-08-2023,Bihar,Raibel,7507.71,9809.55
31-08-2023,Bihar,Chrysanthemum(Loose),6731.03,8307.83
31-08-2023,Bihar,Thinai (Italian Millet),7310.29,8168.98
31-08-2023,Chandigarh,Corriander seed,4187.46,5096.94
31-08-2023,Chandigarh,Mustard Oil,3145.88,4961.05
31-08-2023,Chandigarh,Chrysanthemum(Loose),3011.7,3722.91
31-08-2023,Chandigarh,Tomato,5045.28,9638.62
31-08-2023,Chandigarh,Cinamon(Dalchini),4165.03,9984.17
31-08-2023,Chattisgarh,Coriander(Leaves),2834.15,6919.28
31-08-2023,Chattisgarh,Peas(Dry),5926.43,7215.34
31-08-2023,Chattisgarh,Orchid,3894.72,9117.43
31-08-2023,Chattisgarh,Nutmeg,3862.54,6162.7
31-08-2023,Chattisgarh,Green Chilli,7703.72,8225.91
31-08-2023,Jammu and Kashmir,Amphophalus,7008.23,9855.07
31-08-2023,Jammu and Kashmir,Methi(Leaves),3637.49,7150.37
31-08-2023,Jammu and Kashmir,Mango (Raw-Ripe),6466.89,9006.22
31-08-2023,Jammu and Kashmir,Bottle gourd,2186.67,4876.64
31-08-2023,Jammu and Kashmir,Water Melon,5555.4,9706.53
31-08-2023,Karnataka,Beans,6576.88,8678.74
31-08-2023,Karnataka,Coconut Oil,5557.81,7683.6
31-08-2023,Karnataka,Wheat Atta,3507.79,8852.18
31-08-2023,Karnataka,Bajra(Pearl Millet/Cumbu),7623.63,8711.98
31-08-2023,Karnataka,Chow Chow,6980.53,9553.7
31-08-2023,Madhya Pradesh,Coconut Oil,5652.62,9145.66
31-08-2023,Madhya Pradesh,Orchid,5792.57,8289.67
31-08-2023,Madhya Pradesh,Jarbara,7568.24,9596.49
31-08-2023,Madhya Pradesh,Cinamon(Dalchini),4206.88,6465.98
31-08-2023,Madhya Pradesh,Season Leaves,5267.79,8488.67
31-08-2023,Maharashtra,Pepper ungarbled,4153.29,8615.77
31-08-2023,Maharashtra,Orange,6783.1,9111.45
31-08-2023,Maharashtra,Pomegranate,4577.42,6602.54
31-08-2023,Maharashtra,Lentil (Masur)(Whole),6795.55,9283.06
31-08-2023,Maharashtra,Jack Fruit,2802.57,7755.13
31-08-2023,Meghalaya,Papaya (Raw),6111.73,8016.13
31-08-2023,Meghalaya,Yam (Ratalu),3580.8,5831.13
31-08-2023,Meghalaya,Seetapal,5542.97,7263.58
31-08-2023,Meghalaya,Groundnut pods (raw),3761.17,7396.25
31-08-2023,Meghalaya,Surat Beans (Papadi),2232.45,2758.88
31-08-2023,Delhi,Lotus,7066.28,7651.67
31-08-2023,Delhi,Green Peas,6664.32,9565.65
31-08-2023,Delhi,Jamun(Narale Hannu),6342.64,6977.56
31-08-2023,Delhi,Ox,2638.55,3661.87
31-08-2023,Delhi,Thinai (Italian Millet),4822.78,6166.07
31-08-2023,Pondicherry,Raddish,5379.67,8555.48
31-08-2023,Pondicherry,Plum,5883.58,9299.31
31-08-2023,Pondicherry,Nutmeg,6607.17,7120.07
31-08-2023,Pondicherry,Chrysanthemum(Loose),3849.96,7808.27
31-08-2023,Pondicherry,Castor Seed,7827.7,9133.79
31-08-2023,Tamil Nadu,Banana - Green,2858.16,4956.26
31-08-2023,Tamil Nadu,Bull,6486.89,7819.7
31-08-2023,Tamil Nadu,Broomstick(Flower Broom),2242.48,8196.1
31-08-2023,Tamil Nadu,Cluster beans,5402.38,9210.94
31-08-2023,Tamil Nadu,Raddish,4438.73,9348.94
31-08-2023,Telangana,Betal Leaves,2556.37,6519.33
31-08-2023,Telangana,Taramira,6375.42,7141.97
31-08-2023,Telangana,Apple,3143.69,7240.14
31-08-2023,Telangana,Black Gram Dal (Urd Dal),5687.04,8993.75
31-08-2023,Telangana,Duck,3520.42,7478.67
31-08-2023,West Bengal,Green Avare (W),4234.3,8663.41
31-08-2023,West Bengal,Taramira,2681.5,5239.9
31-08-2023,West Bengal,Coriander(Leaves),7017.15,9975.2
31-08-2023,West Bengal,Litchi,2509.54,4532.01
31-08-2023,West Bengal,Mousambi(Sweet Lime),6143.85,8324.9
31-08-2023,Goa,Kabuli Chana(Chickpeas-White),5230.62,8172.33
31-08-2023,Goa,Green Gram Dal (Moong Dal),7749.87,9927.53
31-08-2023,Goa,Ragi (Finger Millet),3499.13,5129.08
31-08-2023,Goa,Green Peas,5198.13,8941.62
31-08-2023,Goa,Banana - Green,6369.33,7941.86
31-08-2023,Andaman and Nicobar,Potato,3027.59,8097.81
31-08-2023,Andaman and Nicobar,Raddish,4726.25,5657.76
31-08-2023,Andaman and Nicobar,Mango,2790.21,9792.37
31-08-2023,Andaman and Nicobar,Suvarna Gadde,3549.09,9712.22
31-08-2023,Andaman and Nicobar,Bhindi(Ladies Finger),3669.7,7378.43
15-09-2023,Gujarat,Dry Grapes,2754.86,7795.57
15-09-2023,Gujarat,Betal Leaves,3736.01,5992.17
15-09-2023,Gujarat,Sweet Pumpkin,4491.87,6377.26
15-09-2023,Gujarat,Suvarna Gadde,3174.36,6342.72
15-09-2023,Gujarat,Raddish,5636.03,6697.56
15-09-2023,Haryana,Bottle gourd,2370.32,8177.53
15-09-2023,Haryana,"Sesamum(Sesame,Gingelly,Til)",4991.65,9674.9
15-09-2023,Haryana,Coconut,7159.9,9890.69
15-09-2023,Haryana,Mango,7504.79,8084.45
15-09-2023,Haryana,Resinwood,6389.5,8909.63
15-09-2023,Himachal Pradesh,Marigold(loose),5546.55,9074.85
15-09-2023,Himachal Pradesh,Knool Khol,6046.45,7737.85
15-09-2023,Himachal Pradesh,Pineapple,5618.8,9971.05
15-09-2023,Himachal Pradesh,Sunflower,6697.73,8298.81
15-09-2023,Himachal Pradesh,Fish,7285.61,8426.01
15-09-2023,Kerala,Surat Beans (Papadi),3064.63,8083.05
15-09-2023,Kerala,Cherry,3535.33,8181.03
15-09-2023,Kerala,Coriander(Leaves),2013.67,7662.94
15-09-2023,Kerala,Castor Seed,3268.04,5407.85
15-09-2023,Kerala,Patti Calcutta,2388.8,8659.5
15-09-2023,Nagaland,Garlic,6739.46,7517.63
15-09-2023,Nagaland,Egg,6823.03,9268.69
15-09-2023,Nagaland,Chikoos(Sapota),3881.59,8506.72
15-09-2023,Nagaland,Green Chilli,2908.35,6639.85
15-09-2023,Nagaland,Mahua,2576.13,5885.28
15-09-2023,Odisha,Lime,4612.51,5428.59
15-09-2023,Odisha,Black Gram Dal (Urd Dal),3738.36,5917.61
15-09-2023,Odisha,Surat Beans (Papadi),2465.89,8750.74
15-09-2023,Odisha,Amaranthus,5740.07,8130.46
15-09-2023,Odisha,Bitter gourd,2252.66,8964.66
